applicant_id,age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,missed_payments_12m,debt_to_income,home_ownership,loan_purpose,default
APP104156,52,444000.0,3.7,377000.0,36,7.63,697.0,1,0,0.283,RENT,debt_consolidation,1
APP104157,34,581000.0,5.1,583000.0,24,8.61,761.0,0,0,0.502,RENT,business,0
APP104158,29,356000.0,4.4,455000.0,12,6.86,674.0,1,1,1.278,RENT,education,1
APP104159,22,417000.0,6.4,532000.0,12,9.3,687.0,0,1,1.276,RENT,debt_consolidation,1
APP104160,39,430000.0,2.3,386000.0,60,7.14,723.0,0,0,0.18,OWN,education,0
APP104161,38,771000.0,5.4,1102000.0,48,8.1,645.0,1,0,0.357,RENT,education,0
APP104162,46,733000.0,12.2,1100000.0,48,11.66,723.0,1,1,0.375,RENT,personal,0
APP104163,30,760000.0,11.7,809000.0,60,8.59,,1,0,0.213,RENT,debt_consolidation,1
APP104164,53,1073000.0,5.9,221000.0,48,5.85,712.0,0,0,0.051,OWN,debt_consolidation,0
APP104165,51,589000.0,2.2,751000.0,12,6.44,712.0,2,0,1.275,RENT,personal,1
APP104166,41,916000.0,16.2,1322000.0,60,9.42,688.0,2,0,0.289,OWN,education,0
APP104167,29,396000.0,6.4,379000.0,36,9.79,684.0,1,0,0.319,OWN,personal,0
APP104168,43,877000.0,15.1,1022000.0,36,7.42,795.0,1,0,0.388,RENT,debt_consolidation,0
APP104169,51,514000.0,6.6,342000.0,60,5.0,668.0,2,2,0.133,OWN,personal,1
APP104170,37,473000.0,0.3,415000.0,24,5.41,720.0,1,1,0.439,RENT,personal,1
APP104171,32,716000.0,16.1,936000.0,36,7.9,767.0,0,0,0.436,RENT,home_improvement,0
APP104172,43,717000.0,8.7,1018000.0,60,8.78,618.0,3,3,0.284,RENT,personal,1
APP104173,36,335000.0,5.0,106000.0,36,9.71,797.0,0,0,0.105,MORTGAGE,personal,0
APP104174,39,365000.0,0.9,64000.0,36,5.0,615.0,1,0,0.058,RENT,business,1
APP104175,36,671000.0,9.4,464000.0,84,9.42,685.0,1,0,0.099,MORTGAGE,medical,1
APP104176,34,478000.0,6.6,343000.0,60,10.64,712.0,0,0,0.144,OWN,education,0
APP104177,53,589000.0,19.2,749000.0,60,5.0,752.0,1,0,0.254,MORTGAGE,personal,0
APP104178,41,656000.0,14.2,107000.0,24,7.49,732.0,0,0,0.082,MORTGAGE,personal,0
APP104179,41,657000.0,14.9,826000.0,60,9.17,733.0,0,1,0.251,RENT,debt_consolidation,0
APP104180,50,645000.0,5.7,598000.0,48,5.0,807.0,0,0,0.232,OWN,debt_consolidation,0
APP104181,37,619000.0,5.6,719000.0,48,6.4,659.0,1,0,0.29,RENT,education,0
APP104182,25,549000.0,6.6,488000.0,12,8.73,752.0,1,2,0.889,RENT,debt_consolidation,1
APP104183,59,522000.0,2.8,677000.0,36,6.35,714.0,0,0,0.432,MORTGAGE,debt_consolidation,0
APP104184,23,388000.0,5.1,304000.0,24,6.7,741.0,0,0,0.392,RENT,debt_consolidation,0
APP104185,46,717000.0,4.3,467000.0,60,7.99,721.0,1,0,0.13,RENT,debt_consolidation,1
APP104186,32,495000.0,11.2,531000.0,36,5.0,749.0,1,0,0.358,OWN,debt_consolidation,1
APP104187,30,524000.0,12.8,416000.0,48,5.15,766.0,2,1,0.198,MORTGAGE,education,0
APP104188,22,252000.0,8.0,149000.0,24,8.53,636.0,1,1,0.296,RENT,personal,1
APP104189,61,640000.0,2.4,944000.0,36,9.59,658.0,3,0,0.492,OWN,medical,0
APP104190,40,743000.0,16.8,891000.0,36,8.38,761.0,3,0,0.4,MORTGAGE,home_improvement,1
APP104191,36,282000.0,9.4,123000.0,60,10.49,686.0,1,0,0.087,RENT,education,1
APP104192,54,489000.0,6.3,598000.0,48,8.42,528.0,2,3,0.306,MORTGAGE,business,1
APP104193,22,258000.0,7.4,133000.0,24,11.56,733.0,1,1,0.258,MORTGAGE,education,1
APP104194,46,661000.0,1.4,513000.0,36,7.64,671.0,1,0,0.259,MORTGAGE,medical,1
APP104195,43,273000.0,4.3,127000.0,36,8.06,749.0,0,1,0.155,MORTGAGE,medical,0
APP104196,45,651000.0,11.9,205000.0,36,8.39,682.0,1,1,0.105,OWN,debt_consolidation,1
APP104197,26,529000.0,1.3,385000.0,36,6.12,683.0,2,3,0.243,RENT,debt_consolidation,1
APP104198,63,672000.0,1.3,642000.0,12,5.79,728.0,1,0,0.955,MORTGAGE,debt_consolidation,1
APP104199,31,483000.0,9.4,284000.0,24,5.52,644.0,0,2,0.294,OWN,personal,0
APP104200,51,693000.0,7.1,179000.0,48,6.28,667.0,0,0,0.065,RENT,medical,0
APP104201,54,745000.0,1.3,381000.0,36,12.06,692.0,2,0,0.17,RENT,home_improvement,0
APP104202,36,498000.0,4.0,252000.0,12,11.51,676.0,3,1,0.506,RENT,business,1
APP104203,26,146000.0,6.3,147000.0,48,6.78,688.0,1,0,0.252,MORTGAGE,medical,0
APP104204,34,696000.0,5.8,389000.0,36,6.57,660.0,0,0,0.186,RENT,personal,0
APP104205,57,732000.0,6.7,676000.0,24,5.0,712.0,1,0,0.462,OWN,business,0
APP104206,61,657000.0,3.8,547000.0,12,5.31,756.0,0,2,0.833,RENT,debt_consolidation,1
APP104207,63,403000.0,6.0,216000.0,36,5.72,,1,0,0.179,RENT,home_improvement,0
APP104208,31,486000.0,7.9,595000.0,60,6.53,672.0,0,1,0.245,OWN,medical,0
APP104209,48,497000.0,7.5,556000.0,24,6.25,743.0,0,0,0.559,MORTGAGE,business,1
APP104210,27,276000.0,3.9,314000.0,84,7.97,706.0,0,2,0.163,RENT,personal,1
APP104211,52,644000.0,8.5,501000.0,36,9.2,631.0,3,1,0.259,OWN,home_improvement,1
APP104212,39,430000.0,2.2,262000.0,48,5.9,701.0,1,0,0.152,RENT,business,1
APP104213,53,532000.0,2.9,535000.0,84,10.66,653.0,1,2,0.144,RENT,education,0
APP104214,51,780000.0,9.4,1202000.0,24,8.26,662.0,3,1,0.771,RENT,debt_consolidation,1
APP104215,65,779000.0,8.4,607000.0,48,9.45,632.0,1,1,0.195,RENT,personal,0
APP104216,42,478000.0,4.2,533000.0,36,6.53,737.0,0,1,0.372,RENT,education,0
APP104217,36,407000.0,,322000.0,12,8.7,601.0,1,0,0.791,OWN,medical,0
APP104218,44,484000.0,3.2,727000.0,60,8.5,681.0,1,0,0.3,MORTGAGE,debt_consolidation,0
APP104219,28,473000.0,7.7,253000.0,12,10.73,612.0,3,2,0.535,RENT,education,1
APP104220,26,574000.0,6.7,468000.0,60,8.94,666.0,1,1,0.163,RENT,business,0
APP104221,44,390000.0,2.7,338000.0,60,9.38,778.0,0,1,0.173,RENT,education,0
APP104222,58,916000.0,8.3,1105000.0,48,6.34,619.0,5,2,0.302,OWN,personal,1
APP104223,44,650000.0,4.0,777000.0,48,10.13,778.0,1,0,0.299,RENT,education,0
APP104224,56,203000.0,2.3,248000.0,60,5.0,732.0,0,0,0.244,MORTGAGE,debt_consolidation,0
APP104225,29,479000.0,3.5,581000.0,12,6.24,752.0,0,0,1.213,RENT,education,1
APP104226,41,717000.0,5.4,596000.0,48,8.12,715.0,0,0,0.208,OWN,business,0
APP104227,48,694000.0,8.1,261000.0,24,5.0,767.0,1,0,0.188,MORTGAGE,home_improvement,1
APP104228,36,497000.0,7.7,702000.0,12,5.47,674.0,0,1,1.412,MORTGAGE,business,1
APP104229,21,422000.0,4.6,262000.0,36,5.47,705.0,0,0,0.207,OWN,education,0
APP104230,24,490000.0,5.8,152000.0,36,8.33,,2,1,0.103,OWN,debt_consolidation,0
APP104231,62,789000.0,4.3,266000.0,24,7.15,671.0,0,0,0.169,MORTGAGE,personal,0
APP104232,48,358000.0,2.7,311000.0,48,9.62,687.0,1,1,0.217,OWN,personal,0
APP104233,32,409000.0,4.8,314000.0,36,11.64,759.0,2,0,0.256,OWN,home_improvement,0
APP104234,32,699000.0,0.9,777000.0,60,8.09,703.0,0,0,0.222,RENT,personal,0
APP104235,22,543000.0,13.0,563000.0,60,6.37,702.0,0,0,0.207,MORTGAGE,medical,1
APP104236,63,926000.0,5.7,283000.0,60,8.31,783.0,0,2,0.061,MORTGAGE,education,0
APP104237,25,931000.0,6.9,540000.0,60,5.53,647.0,1,2,0.116,OWN,personal,0
APP104238,55,540000.0,,783000.0,60,7.36,766.0,0,0,0.29,OWN,medical,0
APP104239,31,325000.0,5.7,410000.0,24,12.92,723.0,1,0,0.631,OWN,business,1
APP104240,36,503000.0,6.4,710000.0,24,7.05,792.0,0,0,0.706,RENT,medical,0
APP104241,33,663000.0,4.2,121000.0,36,8.17,726.0,0,0,0.061,OWN,debt_consolidation,1
APP104242,58,835000.0,4.3,1230000.0,36,7.14,726.0,0,0,0.491,MORTGAGE,debt_consolidation,0
APP104243,22,742000.0,1.6,1038000.0,60,6.6,720.0,0,0,0.28,OWN,personal,0
APP104244,36,650000.0,15.8,524000.0,36,8.56,738.0,0,0,0.269,RENT,debt_consolidation,1
APP104245,33,555000.0,2.8,625000.0,60,5.0,711.0,2,0,0.225,RENT,business,1
APP104246,33,378000.0,3.1,206000.0,36,7.13,684.0,0,0,0.182,RENT,medical,1
APP104247,29,210000.0,13.5,232000.0,60,5.0,774.0,0,0,0.221,MORTGAGE,home_improvement,0
APP104248,62,701000.0,7.1,917000.0,12,10.9,883.0,0,0,1.308,RENT,home_improvement,1
APP104249,38,403000.0,8.2,343000.0,36,9.67,667.0,2,0,0.284,MORTGAGE,debt_consolidation,0
APP104250,39,599000.0,1.5,114000.0,60,5.81,740.0,0,0,0.038,MORTGAGE,personal,0
APP104251,38,263000.0,5.6,198000.0,36,5.0,732.0,0,0,0.251,OWN,personal,0
APP104252,65,547000.0,1.5,657000.0,48,8.58,661.0,0,0,0.3,RENT,home_improvement,0
APP104253,36,536000.0,2.5,627000.0,36,7.4,750.0,2,0,0.39,OWN,home_improvement,0
APP104254,36,729000.0,17.3,623000.0,60,12.44,,0,2,0.171,RENT,debt_consolidation,0
APP104255,35,478000.0,2.1,755000.0,48,10.58,640.0,2,1,0.395,RENT,debt_consolidation,1
APP104256,35,835000.0,7.9,267000.0,60,8.9,793.0,2,0,0.064,RENT,medical,0
APP104257,25,663000.0,2.3,252000.0,36,6.34,660.0,2,1,0.127,RENT,education,0
APP104258,48,465000.0,2.5,244000.0,48,6.92,771.0,2,0,0.131,MORTGAGE,medical,0
APP104259,22,915000.0,24.3,1203000.0,36,8.16,789.0,1,0,0.438,MORTGAGE,personal,0
APP104260,31,756000.0,4.6,950000.0,36,8.28,734.0,0,0,0.419,MORTGAGE,personal,0
APP104261,30,428000.0,1.4,544000.0,48,5.94,721.0,1,1,0.318,RENT,debt_consolidation,0
APP104262,34,558000.0,8.1,795000.0,24,5.0,779.0,0,0,0.712,RENT,personal,1
APP104263,55,708000.0,11.3,561000.0,60,11.74,724.0,1,0,0.158,RENT,personal,0
APP104264,47,538000.0,8.6,329000.0,36,7.57,689.0,0,1,0.204,OWN,personal,0
APP104265,65,610000.0,4.3,623000.0,12,8.43,758.0,2,0,1.021,MORTGAGE,personal,1
APP104266,36,718000.0,4.5,534000.0,48,5.61,836.0,2,1,0.186,MORTGAGE,personal,0
APP104267,62,727000.0,3.3,661000.0,48,10.51,619.0,2,0,0.227,RENT,personal,1
APP104268,23,328000.0,1.9,116000.0,48,9.79,653.0,1,0,0.088,RENT,business,0
APP104269,43,445000.0,6.3,323000.0,84,7.63,653.0,3,0,0.104,RENT,debt_consolidation,1
APP104270,56,523000.0,4.2,437000.0,36,7.96,675.0,4,0,0.279,RENT,debt_consolidation,1
APP104271,44,507000.0,1.5,140000.0,84,8.13,614.0,3,1,0.039,OWN,education,1
APP104272,62,815000.0,4.7,1297000.0,36,7.72,763.0,0,0,0.53,OWN,education,0
APP104273,35,365000.0,2.8,75000.0,36,8.73,637.0,1,0,0.068,OWN,personal,0
APP104274,22,590000.0,6.1,875000.0,48,8.33,691.0,2,0,0.371,MORTGAGE,medical,0
APP104275,55,678000.0,5.7,181000.0,24,7.11,676.0,0,1,0.133,MORTGAGE,business,0
APP104276,24,460000.0,3.7,642000.0,84,5.0,782.0,0,0,0.199,OWN,debt_consolidation,0
APP104277,55,793000.0,4.9,749000.0,36,7.44,699.0,0,1,0.315,RENT,personal,0
APP104278,54,763000.0,5.2,332000.0,12,9.15,657.0,0,0,0.435,MORTGAGE,debt_consolidation,1
APP104279,58,500000.0,9.4,243000.0,48,8.98,728.0,3,0,0.122,RENT,business,1
APP104280,42,397000.0,4.8,262000.0,24,10.39,670.0,1,0,0.33,RENT,debt_consolidation,1
APP104281,61,621000.0,3.3,808000.0,12,10.62,624.0,1,1,1.301,RENT,personal,1
APP104282,28,519000.0,4.0,189000.0,12,9.04,743.0,2,1,0.364,RENT,education,0
APP104283,40,875000.0,15.0,439000.0,60,7.91,671.0,3,1,0.1,RENT,personal,0
APP104284,26,443000.0,2.3,511000.0,12,8.26,743.0,1,0,1.153,RENT,medical,1
APP104285,55,886000.0,4.2,922000.0,36,6.24,702.0,0,0,0.347,OWN,education,0
APP104286,53,512000.0,4.2,389000.0,36,9.26,668.0,2,2,0.253,RENT,debt_consolidation,1
APP104287,57,563000.0,4.3,134000.0,60,10.41,741.0,1,2,0.048,MORTGAGE,home_improvement,0
APP104288,55,556000.0,1.8,534000.0,60,9.79,725.0,1,0,0.192,MORTGAGE,debt_consolidation,0
APP104289,34,379000.0,4.0,183000.0,60,8.72,671.0,1,1,0.097,RENT,home_improvement,1
APP104290,24,606000.0,3.2,629000.0,36,6.97,654.0,0,0,0.346,MORTGAGE,education,0
APP104291,62,280000.0,6.1,153000.0,36,6.72,744.0,1,1,0.182,MORTGAGE,business,0
APP104292,43,556000.0,10.3,874000.0,60,7.15,739.0,0,1,0.314,RENT,home_improvement,0
APP104293,25,649000.0,6.4,653000.0,24,5.89,705.0,2,1,0.503,RENT,home_improvement,0
APP104294,62,640000.0,5.4,626000.0,24,8.1,670.0,0,2,0.489,MORTGAGE,home_improvement,1
APP104295,65,884000.0,6.9,1205000.0,60,5.0,796.0,0,0,0.273,RENT,personal,0
APP104296,41,894000.0,5.7,1422000.0,12,6.31,670.0,1,1,1.591,MORTGAGE,education,1
APP104297,55,651000.0,4.9,833000.0,36,7.65,751.0,1,0,0.427,RENT,personal,0
APP104298,22,668000.0,9.2,675000.0,24,13.0,810.0,0,1,0.505,RENT,education,0
APP104299,25,810000.0,3.9,1136000.0,12,7.51,,3,0,1.402,OWN,home_improvement,1
APP104300,33,530000.0,1.8,219000.0,84,7.59,649.0,0,2,0.059,RENT,education,0
APP104301,50,580000.0,3.1,730000.0,24,5.67,696.0,0,0,0.629,MORTGAGE,personal,0
APP104302,27,581000.0,2.8,660000.0,36,11.28,666.0,0,1,0.379,OWN,debt_consolidation,0
APP104303,22,772000.0,17.7,746000.0,24,5.71,739.0,2,0,0.483,MORTGAGE,personal,1
APP104304,51,679000.0,10.7,955000.0,36,11.97,832.0,0,0,0.469,RENT,education,0
APP104305,55,572000.0,5.4,674000.0,60,5.87,746.0,1,0,0.236,RENT,personal,0
APP104306,54,866000.0,2.9,1030000.0,48,9.57,709.0,0,1,0.297,RENT,debt_consolidation,1
APP104307,56,655000.0,9.1,962000.0,36,7.38,700.0,2,1,0.49,MORTGAGE,education,1
APP104308,57,835000.0,5.3,972000.0,36,6.26,636.0,1,0,0.388,OWN,personal,0
APP104309,48,624000.0,3.9,325000.0,24,9.72,685.0,1,1,0.26,RENT,debt_consolidation,1
APP104310,44,852000.0,5.3,355000.0,36,10.42,662.0,2,0,0.139,RENT,business,0
APP104311,59,525000.0,4.0,469000.0,60,7.09,802.0,1,0,0.179,RENT,debt_consolidation,0
APP104312,36,420000.0,6.8,206000.0,60,7.45,668.0,2,0,0.098,RENT,home_improvement,1
APP104313,25,547000.0,1.6,637000.0,12,6.59,622.0,0,1,1.165,RENT,personal,1
APP104314,54,486000.0,6.8,667000.0,60,7.99,630.0,1,0,0.274,RENT,personal,1
APP104315,33,513000.0,4.0,294000.0,60,5.09,667.0,2,0,0.115,OWN,medical,1
APP104316,65,983000.0,9.2,1449000.0,60,5.0,524.0,3,1,0.295,MORTGAGE,business,1
APP104317,39,347000.0,10.9,428000.0,60,5.0,752.0,0,0,0.247,RENT,medical,0
APP104318,59,814000.0,12.5,1288000.0,84,7.01,749.0,1,0,0.226,RENT,business,0
APP104319,22,787000.0,18.6,345000.0,12,5.15,679.0,2,0,0.438,MORTGAGE,debt_consolidation,1
APP104320,50,693000.0,12.2,568000.0,36,7.24,764.0,0,1,0.273,MORTGAGE,medical,0
APP104321,41,465000.0,9.0,501000.0,84,6.37,720.0,1,0,0.154,RENT,education,0
APP104322,41,479000.0,1.9,602000.0,36,5.95,687.0,0,1,0.419,MORTGAGE,home_improvement,1
APP104323,32,321000.0,0.4,473000.0,48,6.07,751.0,2,0,0.368,RENT,debt_consolidation,1
APP104324,64,763000.0,9.9,1101000.0,36,9.63,802.0,0,0,0.481,OWN,education,0
APP104325,38,466000.0,2.5,229000.0,24,8.02,669.0,0,0,0.246,OWN,debt_consolidation,1
APP104326,59,851000.0,27.0,649000.0,84,10.94,695.0,0,0,0.109,MORTGAGE,debt_consolidation,0
APP104327,40,574000.0,1.2,684000.0,36,7.73,637.0,1,2,0.397,MORTGAGE,education,1
APP104328,23,730000.0,8.8,250000.0,36,5.0,814.0,1,0,0.114,OWN,personal,0
APP104329,60,728000.0,5.7,1122000.0,24,5.2,661.0,0,1,0.771,MORTGAGE,home_improvement,1
APP104330,29,642000.0,1.4,792000.0,84,7.75,749.0,3,0,0.176,MORTGAGE,home_improvement,0
APP104331,33,753000.0,5.7,1018000.0,24,8.03,678.0,0,0,0.676,RENT,home_improvement,1
APP104332,59,548000.0,2.7,803000.0,60,6.21,699.0,2,0,0.293,RENT,personal,0
APP104333,61,714000.0,4.7,291000.0,36,5.75,680.0,2,0,0.136,RENT,home_improvement,0
APP104334,62,615000.0,4.7,469000.0,84,6.16,743.0,1,0,0.109,RENT,debt_consolidation,0
APP104335,40,301000.0,2.8,330000.0,36,7.18,725.0,1,0,0.365,OWN,education,1
APP104336,55,678000.0,3.7,910000.0,60,7.39,678.0,0,0,0.268,RENT,personal,1
APP104337,35,332000.0,2.5,405000.0,48,5.08,698.0,0,0,0.305,OWN,business,0
APP104338,54,657000.0,0.9,214000.0,24,8.04,617.0,2,1,0.163,MORTGAGE,personal,1
APP104339,43,339000.0,5.4,368000.0,36,8.02,734.0,1,0,0.362,RENT,personal,0
APP104340,23,560000.0,12.2,323000.0,60,7.26,660.0,0,1,0.115,RENT,personal,0
APP104341,39,281000.0,2.7,208000.0,48,5.98,722.0,1,0,0.185,RENT,personal,1
APP104342,42,799000.0,16.3,1272000.0,36,8.98,756.0,2,0,0.531,RENT,business,1
APP104343,32,605000.0,18.5,229000.0,24,10.41,738.0,3,1,0.189,RENT,personal,0
APP104344,37,441000.0,3.5,133000.0,60,6.51,736.0,0,1,0.06,RENT,business,0
APP104345,43,727000.0,4.2,540000.0,48,6.12,719.0,0,1,0.186,RENT,home_improvement,0
APP104346,23,383000.0,3.6,537000.0,48,8.53,584.0,0,3,0.351,RENT,medical,1
APP104347,27,451000.0,1.9,174000.0,36,5.0,676.0,0,0,0.129,RENT,debt_consolidation,1
APP104348,55,601000.0,4.2,160000.0,36,5.0,643.0,1,1,0.089,MORTGAGE,personal,0
APP104349,36,588000.0,3.8,445000.0,36,6.07,715.0,1,0,0.252,OWN,debt_consolidation,1
APP104350,48,758000.0,5.3,809000.0,12,8.18,782.0,1,0,1.067,RENT,personal,1
APP104351,46,717000.0,5.5,268000.0,84,5.56,619.0,2,2,0.053,RENT,home_improvement,0
APP104352,45,472000.0,1.8,621000.0,36,7.46,707.0,0,0,0.439,RENT,business,1
APP104353,39,757000.0,7.6,1042000.0,36,5.0,746.0,3,1,0.459,OWN,education,0
APP104354,42,415000.0,4.2,377000.0,36,8.86,625.0,0,1,0.303,RENT,personal,1
APP104355,58,512000.0,2.1,99000.0,36,10.67,743.0,1,2,0.064,RENT,personal,1
APP104356,64,664000.0,4.1,597000.0,48,5.5,744.0,2,0,0.225,OWN,home_improvement,0
APP104357,32,667000.0,5.7,307000.0,48,8.48,693.0,0,0,0.115,RENT,personal,1
APP104358,51,545000.0,13.7,434000.0,60,7.04,720.0,1,0,0.159,RENT,business,0
APP104359,64,915000.0,12.3,1145000.0,12,7.73,773.0,1,2,1.251,OWN,personal,1
APP104360,21,407000.0,3.3,93000.0,60,6.96,662.0,1,1,0.046,MORTGAGE,business,0
APP104361,56,574000.0,4.4,86000.0,84,6.83,768.0,0,0,0.021,RENT,personal,0
APP104362,43,703000.0,2.5,241000.0,84,5.67,828.0,1,0,0.049,RENT,education,0
APP104363,64,589000.0,6.3,127000.0,24,5.1,693.0,1,1,0.108,RENT,home_improvement,0
APP104364,47,916000.0,3.4,483000.0,36,9.92,698.0,0,1,0.176,RENT,debt_consolidation,1
APP104365,58,623000.0,4.3,459000.0,60,5.0,813.0,1,1,0.147,OWN,debt_consolidation,0
APP104366,28,562000.0,10.1,720000.0,48,7.46,671.0,1,0,0.32,RENT,debt_consolidation,1
APP104367,27,665000.0,1.8,129000.0,12,7.36,658.0,1,2,0.194,RENT,personal,0
APP104368,62,796000.0,12.3,525000.0,60,7.4,750.0,2,0,0.132,RENT,personal,0
APP104369,44,774000.0,6.8,1159000.0,60,8.96,622.0,3,0,0.299,RENT,personal,1
APP104370,46,376000.0,11.9,371000.0,60,6.68,,0,1,0.197,MORTGAGE,debt_consolidation,1
APP104371,28,452000.0,,610000.0,36,8.94,668.0,1,1,0.45,MORTGAGE,debt_consolidation,1
APP104372,31,610000.0,9.5,519000.0,48,11.87,743.0,2,0,0.213,RENT,debt_consolidation,1
APP104373,57,815000.0,5.1,237000.0,48,7.17,695.0,1,0,0.073,OWN,home_improvement,0
APP104374,34,593000.0,2.0,250000.0,36,5.0,636.0,3,2,0.141,OWN,medical,1
APP104375,47,671000.0,3.1,838000.0,60,7.19,695.0,2,2,0.25,OWN,debt_consolidation,0
APP104376,35,650000.0,2.6,912000.0,24,6.97,721.0,1,1,0.702,MORTGAGE,debt_consolidation,1
APP104377,32,522000.0,0.7,432000.0,24,8.38,609.0,0,0,0.414,RENT,education,1
APP104378,28,218000.0,10.1,188000.0,60,5.0,732.0,2,0,0.172,OWN,education,0
APP104379,62,895000.0,4.7,718000.0,36,8.21,751.0,1,0,0.267,RENT,debt_consolidation,0
APP104380,63,531000.0,2.4,94000.0,12,6.57,692.0,0,1,0.177,RENT,business,0
APP104381,26,669000.0,18.0,193000.0,60,9.27,785.0,0,0,0.058,OWN,debt_consolidation,1
APP104382,36,772000.0,23.2,1226000.0,60,6.36,781.0,0,1,0.318,RENT,business,0
APP104383,46,552000.0,1.6,116000.0,60,9.41,741.0,0,0,0.042,RENT,debt_consolidation,0
APP104384,38,362000.0,4.2,237000.0,36,5.0,723.0,0,0,0.218,OWN,business,0
APP104385,53,325000.0,4.0,374000.0,48,7.54,733.0,1,0,0.288,RENT,debt_consolidation,1
APP104386,32,319000.0,2.3,244000.0,12,5.36,579.0,2,0,0.765,MORTGAGE,business,0
APP104387,23,631000.0,9.9,994000.0,12,6.43,808.0,1,0,1.575,OWN,debt_consolidation,1
APP104388,36,257000.0,0.7,51000.0,24,13.48,785.0,1,0,0.099,OWN,education,0
APP104389,47,581000.0,,824000.0,36,5.41,773.0,2,1,0.473,OWN,business,0
APP104390,29,550000.0,5.3,190000.0,48,6.68,692.0,2,1,0.086,RENT,personal,0
APP104391,57,643000.0,17.1,287000.0,24,5.0,768.0,2,0,0.223,OWN,debt_consolidation,0
APP104392,21,353000.0,4.9,323000.0,60,6.82,729.0,1,0,0.183,RENT,education,1
APP104393,24,454000.0,4.0,642000.0,84,7.17,718.0,0,1,0.202,MORTGAGE,personal,0
APP104394,43,676000.0,10.5,507000.0,24,5.88,770.0,2,1,0.375,RENT,personal,0
APP104395,44,561000.0,17.0,323000.0,60,10.97,630.0,3,0,0.115,RENT,debt_consolidation,0
APP104396,34,658000.0,15.2,482000.0,48,10.04,757.0,2,0,0.183,RENT,medical,0
APP104397,32,515000.0,1.1,148000.0,36,5.42,648.0,0,1,0.096,MORTGAGE,personal,1
APP104398,24,354000.0,12.6,483000.0,36,9.3,682.0,0,0,0.455,OWN,business,1
APP104399,50,628000.0,3.8,928000.0,48,6.44,684.0,1,1,0.369,OWN,debt_consolidation,0
APP104400,38,425000.0,4.5,480000.0,24,5.0,651.0,1,0,0.565,RENT,home_improvement,0
APP104401,26,470000.0,3.8,374000.0,48,5.92,650.0,1,0,0.199,RENT,business,0
APP104402,38,624000.0,3.1,649000.0,24,5.0,598.0,1,1,0.52,OWN,business,1
APP104403,63,652000.0,4.2,620000.0,12,9.57,693.0,1,0,0.951,OWN,business,1
APP104404,32,605000.0,2.2,136000.0,36,5.57,708.0,2,1,0.075,OWN,medical,1
APP104405,61,887000.0,12.7,640000.0,24,10.33,727.0,4,1,0.361,MORTGAGE,personal,0
APP104406,32,678000.0,8.3,747000.0,48,7.81,827.0,2,0,0.275,MORTGAGE,business,0
APP104407,29,556000.0,6.0,767000.0,48,6.61,682.0,0,1,0.345,RENT,personal,0
APP104408,32,653000.0,3.8,438000.0,24,6.4,743.0,0,1,0.335,RENT,personal,0
APP104409,35,556000.0,3.2,744000.0,60,11.36,690.0,2,1,0.268,OWN,business,1
APP104410,26,240000.0,7.0,299000.0,36,7.52,678.0,4,1,0.415,MORTGAGE,education,1
APP104411,47,488000.0,6.2,731000.0,48,6.39,726.0,3,0,0.374,MORTGAGE,home_improvement,0
APP104412,36,566000.0,11.0,897000.0,24,9.38,786.0,0,0,0.792,OWN,home_improvement,0
APP104413,53,595000.0,3.3,125000.0,24,8.79,725.0,0,1,0.105,RENT,debt_consolidation,0
APP104414,43,598000.0,3.0,469000.0,60,5.33,704.0,0,0,0.157,RENT,medical,1
APP104415,40,466000.0,8.1,593000.0,60,7.51,703.0,1,2,0.255,MORTGAGE,debt_consolidation,1
APP104416,42,915000.0,9.3,1229000.0,36,5.0,686.0,2,0,0.448,MORTGAGE,home_improvement,1
APP104417,28,668000.0,22.1,180000.0,36,7.43,667.0,5,3,0.09,RENT,debt_consolidation,1
APP104418,53,579000.0,1.0,596000.0,48,8.19,719.0,1,0,0.257,OWN,medical,0
APP104419,25,458000.0,13.2,665000.0,24,8.49,598.0,2,1,0.726,RENT,home_improvement,1
APP104420,53,485000.0,5.6,232000.0,60,5.3,687.0,1,1,0.096,MORTGAGE,personal,0
APP104421,65,662000.0,3.4,433000.0,12,5.88,769.0,1,0,0.654,RENT,debt_consolidation,1
APP104422,55,669000.0,7.1,483000.0,24,8.04,718.0,1,0,0.361,MORTGAGE,home_improvement,0
APP104423,41,566000.0,6.9,409000.0,24,10.25,728.0,2,0,0.361,OWN,business,0
APP104424,35,750000.0,3.5,723000.0,36,7.7,636.0,1,2,0.321,OWN,personal,0
APP104425,60,604000.0,1.1,144000.0,60,6.27,661.0,2,1,0.048,MORTGAGE,medical,0
APP104426,32,588000.0,13.2,753000.0,48,9.63,790.0,1,0,0.32,RENT,debt_consolidation,0
APP104427,42,658000.0,2.8,216000.0,24,7.78,693.0,1,0,0.164,RENT,debt_consolidation,0
APP104428,55,584000.0,2.5,776000.0,12,7.89,598.0,4,1,1.329,OWN,debt_consolidation,1
APP104429,62,739000.0,3.0,129000.0,36,9.25,597.0,1,0,0.058,MORTGAGE,debt_consolidation,0
APP104430,62,538000.0,9.0,695000.0,48,7.29,696.0,0,0,0.323,RENT,home_improvement,0
APP104431,24,250000.0,3.9,166000.0,48,5.45,667.0,0,0,0.166,RENT,business,1
